"from","to"
"HDGF","UBE2M"
"HNRNPA2B1","UBE2M"
"PRMT1","UBE2M"
"HSP90AB1","UBE2M"
"KPNA2","UBE2M"
"LDHA","UBE2M"
"MCM2","UBE2M"
"MCM5","UBE2M"
"MCM6","UBE2M"
"P4HA1","UBE2M"
"PCNA","UBE2M"
"PFN1","UBE2M"
"PGD","UBE2M"
"PGK1","UBE2M"
"POLR2E","UBE2M"
"PPM1G","UBE2M"
"PRKCSH","UBE2M"
"PSMA6","UBE2M"
"PSMC3","UBE2M"
"PSMC4","UBE2M"
"PSMC5","UBE2M"
"PSMD2","UBE2M"
"PSMD3","UBE2M"
"PSMD11","UBE2M"
"PSMD12","UBE2M"
"PSMD13","UBE2M"
"RANBP1","UBE2M"
"RANGAP1","UBE2M"
"RPS4X","UBE2M"
"RPS8","UBE2M"
"RPS11","UBE2M"
"RPS12","UBE2M"
"RPS18","UBE2M"
"RPS20","UBE2M"
"SNRPB","UBE2M"
"SNRPD3","UBE2M"
"TPI1","UBE2M"
"DNAJC7","UBE2M"
"UBE2M","YWHAE"
"EIF3A","UBE2M"
"TRAP1","UBE2M"
"TFG","UBE2M"
"PRMT5","UBE2M"
"STIP1","UBE2M"
"COPE","UBE2M"
"PHB2","UBE2M"
"CCT5","UBE2M"
"DTL","UBE2M"
"TUBB","UBE2M"
"NFKBIA","UBE2M"
"HEXIM1","UBE2M"
"SEC24C","UBE2M"
"BAP1","UBE2M"
"RAB5C","RAB7A"
"RAB7A","RHOG"
"CFL1","RAB7A"
"AP2M1","RAB7A"
"GNB2","RAB7A"
"ATP6V0D1","RAB7A"
"FLOT1","RAB7A"
"PHB2","RAB7A"
"RAB7A","REEP5"
"RAB7A","RAB7A"
"RAB7A","TOMM40"
"OGDH","RAB7A"
"DCTN4","RAB7A"
"RAB7A","TRAPPC2"
"RAB7A","TSC1"
"NOTCH2","RAB7A"
"PI4KA","RAB7A"
"RAB7A","VPS33B"
"RAB7A","SLC3A2"
"LEMD3","RAB7A"
"BET1","RAB7A"
"EMD","RAB7A"
"RAB7A","ST7"
"CHD3","RAB7A"
"CHD4","RAB7A"
"MGST1","RAB7A"
"KIF14","RAB7A"
"PMAIP1","RAB7A"
"RAB7A","TUBB"
"NBR1","RAB7A"
"CAPZB","RAB7A"
"BAP1","RAB7A"
"RAB7A","STIP1"
"RAB7A","RECQL"
"RAB7A","RNF130"
"TUBA1A","TUBB"
"GAPDH","TUBA1A"
"PHB2","TUBA1A"
"TTC4","TUBA1A"
"TUBA1A","TUBA1A"
"CCT6B","TUBA1A"
"SLC25A10","TUBA1A"
"ARAF","TUBA1A"
"PFKL","TUBA1A"
"CAD","TUBA1A"
"CCT5","TUBA1A"
"TUBA1A","TUFM"
"EMD","TUBA1A"
"SLC25A1","TUBA1A"
"SLC25A11","TUBA1A"
"DNAJA3","TUBA1A"
"PGAM5","TUBA1A"
"CENPJ","TUBA1A"
"RHOG","TUBA1A"
"ENO1","TUBA1A"
"PGK1","TUBA1A"
"PRMT1","TUBA1A"
"POU5F1","TUBA1A"
"GSK3B","TUBA1A"
"PLK1","TUBA1A"
"PKN1","TUBA1A"
"CUL3","TUBA1A"
"AP2M1","TUBA1A"
"HTRA2","TUBA1A"
"TUBA1A","YWHAE"
"HSP90AB1","TUBA1A"
"AURKB","TUBA1A"
"RUFY1","TUBA1A"
"PRKCSH","TUBA1A"
"MCM2","TUBA1A"
"CHD3","TUBA1A"
"CHD4","TUBA1A"
"HEXIM1","TUBA1A"
"RECQL4","TUBA1A"
"AKT1","TUBA1A"
"ANAPC4","TUBA1A"
"TOMM40","TUBA1A"
"PSMD14","TUBA1A"
"NEK4","TUBA1A"
"RHBDD1","TUBA1A"
"TIMM50","TUBA1A"
"MAP2K2","TUBA1A"
"EIF4ENIF1","TUBA1A"
"PRMT5","TUBA1A"
"RPS24","RPS4X"
"RPS24","RPS8"
"RPS24","RPS25"
"RPS12","RPS24"
"RPS18","RPS24"
"RPS20","RPS24"
"AATF","RPS24"
"CCDC137","RPS24"
"FTSJ3","RPS24"
"MPHOSPH10","RPS24"
"MYBBP1A","RPS24"
"NAT10","RPS24"
"GLTSCR2","RPS24"
"PES1","RPS24"
"PPM1G","RPS24"
"RBM28","RPS24"
"REXO4","RPS24"
"RPS24","TDRD3"
"RPS24","UTP3"
"FANCI","RPS24"
"RPL13","RPS24"
"RPS24","SUPT5H"
"RPL19","RPS24"
"RPL23A","RPS24"
"CUL3","RPS24"
"CUL5","RPS24"
"CDK2","RPS24"
"RPS23","RPS24"
"RPS11","RPS24"
"RPL23","RPS24"
"ILF2","RPS24"
"RPS24","TUFM"
"EIF6","RPS24"
"NFIA","RPS24"
"PPP1CA","RPS24"
"RPS24","RPS28"
"CHD3","RPS24"
"CHD4","RPS24"
"HEXIM1","RPS24"
"RECQL4","RPS24"
"NEK4","RPS24"
"AURKB","RPS24"
"KIF14","RPS24"
"PRC1","RPS24"
"FBXW7","RPS24"
"NBR1","RPS24"
"CAPZB","RPS24"
"CSNK2A1","RPS24"
"DDX6","RPS24"
"PSPC1","RPS24"
"BAP1","RPS24"
"RPS24","RUFY1"
"RPS24","STIP1"
"RPS24","TNIP1"
"RPS11","RPS12"
"RPS11","RPS23"
"RPS11","RPS4X"
"RPS11","RPS8"
"RPS11","RPS24"
"RPL13","RPS11"
"RPL23A","RPS11"
"RPL32","RPS11"
"NAT10","RPS11"
"BRD1","RPS11"
"PRMT5","RPS11"
"CCDC137","RPS11"
"DDX47","RPS11"
"EIF4G1","RPS11"
"EIF3A","RPS11"
"RPS11","RPS20"
"RPS11","RPS18"
"RPS11","RPS28"
"RPS11","RPS25"
"RPL19","RPS11"
"RPL23","RPS11"
"HDGF","RPS11"
"CUL3","RPS11"
"CDK2","RPS11"
"RPS11","TUFM"
"MYBBP1A","RPS11"
"NFIA","RPS11"
"AURKA","RPS11"
"RPL34","RPS11"
"MCM2","RPS11"
"PPP2R2D","RPS11"
"RPS11","UBE2M"
"CHD3","RPS11"
"CHD4","RPS11"
"HEXIM1","RPS11"
"RECQL4","RPS11"
"ARAF","RPS11"
"AURKB","RPS11"
"KIF14","RPS11"
"PRC1","RPS11"
"FBXW7","RPS11"
"KLF15","RPS11"
"CAPZB","RPS11"
"CSNK2A1","RPS11"
"DDX6","RPS11"
"PSPC1","RPS11"
"IGF2BP3","RPS11"
"BAP1","RPS11"
"RPS11","RUFY1"
"RPS11","STIP1"
"GNB2","RPS11"
"RPS11","TNIP1"
"HIST1H2BL","RPS11"
"RPS20","RPS23"
"RPS20","RPS25"
"RPS20","RPS4X"
"RPS20","RPS8"
"RPS20","RPS28"
"EIF3A","RPS20"
"RPS11","RPS20"
"RPS12","RPS20"
"RPS18","RPS20"
"RPL13","RPS20"
"RPL19","RPS20"
"RPL23","RPS20"
"RPL23A","RPS20"
"RPL34","RPS20"
"RPS20","TUFM"
"FXR2","RPS20"
"MKRN2","RPS20"
"RPS20","TDRD3"
"RPS20","UBAP2L"
"RPS20","UPF1"
"RPS20","USP10"
"RPS20","ZC3H7A"
"IGF2BP3","RPS20"
"RPS20","TFG"
"OTUB1","RPS20"
"GAPDH","RPS20"
"CUL3","RPS20"
"CUL5","RPS20"
"CDK2","RPS20"
"RPL32","RPS20"
"ILF2","RPS20"
"RPS20","RPS24"
"MCM2","RPS20"
"RPS20","UBE2M"
"CHD3","RPS20"
"CHD4","RPS20"
"HEXIM1","RPS20"
"RECQL4","RPS20"
"APEX1","RPS20"
"NEK4","RPS20"
"AURKB","RPS20"
"KIF14","RPS20"
"PRC1","RPS20"
"FBXW7","RPS20"
"CAPZB","RPS20"
"CSNK2A1","RPS20"
"DDX6","RPS20"
"PSPC1","RPS20"
"RPS20","TTC4"
"BAP1","RPS20"
"AATF","RPS20"
"RPS20","RUFY1"
"RPS20","TNIP1"
"HSP90AB1","RPS20"
"PGK1","RPS20"
"RPS4X","RPS8"
"RPS20","RPS4X"
"RPS11","RPS4X"
"RPS12","RPS4X"
"RPS18","RPS4X"
"RPS24","RPS4X"
"RPS25","RPS4X"
"RPS28","RPS4X"
"EIF6","RPS4X"
"RPL23","RPS4X"
"RPL32","RPS4X"
"RPL19","RPS4X"
"MCM2","RPS4X"
"CUL3","RPS4X"
"CUL5","RPS4X"
"CDK2","RPS4X"
"RPL13","RPS4X"
"RPL23A","RPS4X"
"RPS23","RPS4X"
"ILF2","RPS4X"
"HSP90AB1","RPS4X"
"AURKA","RPS4X"
"AURKB","RPS4X"
"RPS4X","SLC25A1"
"RPS4X","UBE2M"
"CHD3","RPS4X"
"CHD4","RPS4X"
"HEXIM1","RPS4X"
"RECQL4","RPS4X"
"ARAF","RPS4X"
"PPP1CA","RPS4X"
"NEK4","RPS4X"
"KIF14","RPS4X"
"PRC1","RPS4X"
"NOTCH2","RPS4X"
"FBXW7","RPS4X"
"CAPZB","RPS4X"
"CSNK2A1","RPS4X"
"DDX6","RPS4X"
"EIF4A1","RPS4X"
"PFN1","RPS4X"
"PSPC1","RPS4X"
"RPS4X","SSRP1"
"IGF2BP3","RPS4X"
"PRMT1","RPS4X"
"BAP1","RPS4X"
"RPS4X","RUFY1"
"RPS4X","STIP1"
"RPS4X","USP7"
"GNB2","RPS4X"
"RPS4X","TNIP1"
"COPS7A","RPS4X"
"HIST1H2BH","RPS4X"
"PSMC3","PSMC5"
"PSMC4","PSMC5"
"PSMC5","PSMC5"
"PSMC5","PSMD2"
"PSMC5","PSMD13"
"PSMC5","PSMD11"
"PSMC5","PSMD3"
"PSMC5","PSMD12"
"PSMC5","PSMD14"
"PSMA6","PSMC5"
"PSMC5","TUBB"
"PSMC5","RECQL"
"FOS","PSMC5"
"PSMC5","TPM3"
"GNB2","PSMC5"
"PSMC5","PSME4"
"EIF4G1","PSMC5"
"PRMT1","PSMC5"
"GAPDH","PSMC5"
"PSMC5","SIAH1"
"MAP3K5","PSMC5"
"PSMC5","RAD23A"
"CUL3","PSMC5"
"CDK2","PSMC5"
"CAD","PSMC5"
"AKT1","PSMC5"
"BAP1","PSMC5"
"PSMC5","PTPN6"
"PSMC5","UBE2M"
"HEXIM1","PSMC5"
"PSMC5","RECQL4"
"PSMC5","UBQLN4"
"ARNTL","PSMC5"
"APEX1","PSMC5"
"KIF14","PSMC5"
"PMAIP1","PSMC5"
"FBXW7","PSMC5"
"PRMT5","PSMC5"
"HMGA2","PSMC5"
"PSMC5","RUFY1"
"PSMC5","STIP1"
"PSMC5","RNF130"
"PRPF40A","RNPS1"
"LUC7L","RNPS1"
"CSNK2B","RNPS1"
"PRPF3","RNPS1"
"DDX41","RNPS1"
"RNPS1","USP7"
"CSNK2A1","RNPS1"
"ACIN1","RNPS1"
"RNPS1","UPF1"
"PRMT1","RNPS1"
"RNPS1","TDRD3"
"AQR","RNPS1"
"FOXK2","RNPS1"
"HEXIM1","RNPS1"
"GTF3C2","RNPS1"
"PES1","RNPS1"
"AP1B1","RNPS1"
"RNPS1","TAF4"
"CUL3","RNPS1"
"RNPS1","UBQLN4"
"MYBBP1A","RNPS1"
"PIN1","RNPS1"
"CLK2","RNPS1"
"RNPS1","RPL23"
"RECQL4","RNPS1"
"APEX1","RNPS1"
"PICK1","RNPS1"
"HTRA2","RNPS1"
"KIF14","RNPS1"
"PRC1","RNPS1"
"RNF151","RNPS1"
"DAXX","RNPS1"
"RNPS1","SNRPA1"
"RNF40","RNPS1"
"RNPS1","SNRPB"
"RNPS1","SSRP1"
"RNPS1","SUPT5H"
"AATF","RNPS1"
"ATAD3A","RNPS1"
"RPS25","RPS8"
"RPS25","RPS28"
"RPS25","RPS4X"
"RPS12","RPS25"
"RPS20","RPS25"
"RPS24","RPS25"
"RPL13","RPS25"
"RPS11","RPS25"
"RPS18","RPS25"
"RPS23","RPS25"
"ACIN1","RPS25"
"POU5F1","RPS25"
"CUL3","RPS25"
"CUL5","RPS25"
"RPL19","RPS25"
"RPL23A","RPS25"
"RPL23","RPS25"
"EIF3A","RPS25"
"AURKB","RPS25"
"RPL34","RPS25"
"EWSR1","RPS25"
"MCM2","RPS25"
"CHD3","RPS25"
"CHD4","RPS25"
"HEXIM1","RPS25"
"RECQL4","RPS25"
"ARAF","RPS25"
"NEK4","RPS25"
"DNAJA3","RPS25"
"FBXW7","RPS25"
"CAPZB","RPS25"
"CSNK2A1","RPS25"
"DDX6","RPS25"
"PSPC1","RPS25"
"BAP1","RPS25"
"AATF","RPS25"
"EIF4G1","RPS25"
"RPS25","RUFY1"
"RPS25","STIP1"
"RPS25","TNIP1"
"ENO1","RPS25"
"ACLY","MCM2"
"ACLY","MCM6"
"ACLY","CS"
"ACLY","STIP1"
"ACLY","TUBB"
"ACLY","EIF4A1"
"ACLY","CUL3"
"ACLY","MCM7"
"ACLY","PLOD1"
"ACLY","EIF4G1"
"ACLY","TRAF2"
"ACLY","CUL5"
"ACLY","OTUB1"
"ACLY","DBNL"
"ACLY","PSMD13"
"ACLY","GSK3B"
"ACLY","TERF2"
"ACLY","KPNA2"
"ACLY","PRMT1"
"ACLY","FBXW7"
"ACLY","PPP2R2B"
"ACLY","PPP2R2D"
"ACLY","UBE2M"
"ACLY","HEXIM1"
"ACLY","RECQL4"
"ACLY","PPP1CA"
"ACLY","KIF14"
"ACLY","INPPL1"
"ACLY","PSMD12"
"ACLY","PSMD14"
"ACLY","GAPDH"
"ACLY","PCNA"
"ACLY","SNRPB"
"ACLY","PSMC3"
"ACLY","HNRNPA2B1"
"ACLY","CCT5"
"ACLY","BAP1"
"ACLY","IRAK1"
"ACLY","PLK1"
"ACLY","RUFY1"
"ACLY","USP7"
"ACLY","RNF130"
"ACLY","TNIP1"
"LDHA","RAB5C"
"RAB5C","SMARCA4"
"ATP6V0D1","RAB5C"
"FLOT1","RAB5C"
"PHB2","RAB5C"
"GADD45GIP1","RAB5C"
"RAB5C","SEC24C"
"BET1","RAB5C"
"EMD","RAB5C"
"LEMD3","RAB5C"
"NOTCH2","RAB5C"
"RAB5C","RAB7A"
"RAB5C","SLC3A2"
"RAB5C","TSC1"
"RAB5C","RUFY1"
"CDK2","RAB5C"
"RAB5C","RECQL4"
"MGST1","RAB5C"
"PMAIP1","RAB5C"
"POLR2C","RAB5C"
"NBR1","RAB5C"
"BAP1","RAB5C"
"RAB5C","STIP1"
"RAB5C","RNF130"
"PIN1","TRAF2"
"CSNK2A1","PIN1"
"PIN1","PLK1"
"PIN1","SUPT5H"
"CDK2","PIN1"
"FBXW7","PIN1"
"DAXX","PIN1"
"AATF","PIN1"
"IRF3","PIN1"
"PIN1","TNIP1"
"PIN1","RNPS1"
"PIN1","TFG"
"FOS","PIN1"
"KIFC3","PIN1"
"NAB2","PIN1"
"PIN1","ZNF768"
"PIN1","TRIM27"
"CDC25A","PIN1"
"NEK2","PIN1"
"NFKBIA","PIN1"
"PIN1","UBQLN4"
"CFL1","PIN1"
"OTUB1","PIN1"
"SF3B2","SNRPA1"
"AQR","SNRPA1"
"SNRPA1","SNRPD3"
"SNRPA1","SNRPB"
"ACIN1","SNRPA1"
"PHF5A","SNRPA1"
"RNPS1","SNRPA1"
"PRPF40A","SNRPA1"
"HNRNPA2B1","SNRPA1"
"PPP1CA","SNRPA1"
"ILF2","SNRPA1"
"CUL3","SNRPA1"
"PRPF4","SNRPA1"
"PRPF3","SNRPA1"
"MCM7","SNRPA1"
"PSMA6","SNRPA1"
"MCM2","SNRPA1"
"POU5F1","SNRPA1"
"CHD3","SNRPA1"
"CHD4","SNRPA1"
"HEXIM1","SNRPA1"
"RECQL4","SNRPA1"
"PICK1","SNRPA1"
"BAP1","SNRPA1"
"PRMT1","SNRPA1"
"SNRPA1","STIP1"
"HNRNPA0","PSMD13"
"HNRNPA0","HNRNPA2B1"
"HNRNPA0","HSP90AB1"
"CUL3","HNRNPA0"
"CUL5","HNRNPA0"
"HNRNPA0","MYBBP1A"
"HNRNPA0","PSMD12"
"CHD3","HNRNPA0"
"CHD4","HNRNPA0"
"HEXIM1","HNRNPA0"
"HNRNPA0","RECQL4"
"ARAF","HNRNPA0"
"HNRNPA0","SRC"
"HNRNPA0","NEK4"
"HNRNPA0","KIF14"
"HNRNPA0","PRC1"
"DNAJC19","HNRNPA0"
"FBXW7","HNRNPA0"
"CAPZB","HNRNPA0"
"DDX6","HNRNPA0"
"HNRNPA0","PSPC1"
"HNRNPA0","SNRPB"
"HNRNPA0","SSRP1"
"HNRNPA0","UPF1"
"GAPDH","HNRNPA0"
"HNRNPA0","STIP1"
"HNRNPA0","TNIP1"
"PRMT1","UBAP2L"
"FXR2","UBAP2L"
"DDX6","UBAP2L"
"EIF4ENIF1","UBAP2L"
"KIAA0430","UBAP2L"
"TDRD3","UBAP2L"
"UBAP2L","UPF1"
"UBAP2L","USP10"
"UBAP2L","ZC3H7A"
"MKRN2","UBAP2L"
"SHMT2","UBAP2L"
"AP2M1","UBAP2L"
"RPL13","UBAP2L"
"CUL3","UBAP2L"
"MED15","UBAP2L"
"HEXIM1","UBAP2L"
"FBXW7","UBAP2L"
"HTRA2","UBAP2L"
"UBAP2L","ZFP36"
"KIF14","UBAP2L"
"RPS20","UBAP2L"
"CAPZB","UBAP2L"
"HCFC1","UBAP2L"
"EWSR1","UBAP2L"
"BAP1","UBAP2L"
"RPL19","UBAP2L"
"CDK4","RPL34"
"EIF6","RPL34"
"RPL23","RPL34"
"RPL23A","RPL34"
"RPL32","RPL34"
"RPL34","RPS11"
"RPL34","RPS18"
"RPL34","RPS23"
"RPL34","RPS25"
"RPL34","RPS8"
"RPL19","RPL34"
"HDGF","RPL34"
"CDK2","RPL34"
"RPL13","RPL34"
"RPL34","RPS20"
"MCM2","RPL34"
"RECQL4","RPL34"
"ARAF","RPL34"
"PTPN6","RPL34"
"NEK4","RPL34"
"AURKB","RPL34"
"KIF14","RPL34"
"PRC1","RPL34"
"DNAJC19","RPL34"
"POLR2C","RPL34"
"FBXW7","RPL34"
"E2F1","RPL34"
"GATA3","RPL34"
"CAPZB","RPL34"
"DDX6","RPL34"
"PSPC1","RPL34"
"CUL3","RPL34"
"BAP1","RPL34"
"RPL34","STIP1"
"RPL34","TNIP1"
"SMARCB1","SMARCD2"
"ACTL6A","SMARCD2"
"SMARCA4","SMARCD2"
"PBRM1","SMARCD2"
"CUL3","SMARCD2"
"SIRT1","SMARCD2"
"RECQL4","SMARCD2"
"KPNA2","SMARCD2"
"FOS","SMARCD2"
"GATA3","SMARCD2"
"NFIA","SMARCD2"
"PRMT5","SMARCD2"
"CHD4","SMARCD2"
"MRPS7","TUFM"
"MRPS7","RPS8"
"MRPS7","REXO4"
"MRPS18B","MRPS7"
"MRPS7","RPL13"
"DAP3","MRPS7"
"MRPS5","MRPS7"
"CUL3","MRPS7"
"MRPS7","RPL23A"
"MRPS7","ZNF408"
"HEXIM1","MRPS7"
"MRPS7","RECQL4"
"MRPS7","PDK1"
"MRPS7","SRC"
"CHCHD1","MRPS7"
"CLPB","MRPS7"
"CS","MRPS7"
"DDX28","MRPS7"
"MRPS7","PMPCB"
"MRPS7","SSBP1"
"DNAJA3","MRPS7"
"DNAJC19","MRPS7"
"MRPS7","RPL19"
"FBXW7","MRPS7"
"KLF15","MRPS7"
"MRPS7","RHOG"
"HNRNPA2B1","MRPS7"
"MRPS7","PPM1G"
"BAP1","MRPS7"
"OTUB1","PCNA"
"NAT10","OTUB1"
"AURKA","OTUB1"
"DNAJC7","OTUB1"
"OTUB1","PIN1"
"OTUB1","SLC25A11"
"OTUB1","SLC25A1"
"OTUB1","RANBP1"
"CAD","OTUB1"
"OTUB1","SLC3A2"
"OTUB1","OTUB1"
"MAP3K5","OTUB1"
"OTUB1","RUFY1"
"OTUB1","PSMD13"
"IRF7","OTUB1"
"OTUB1","USP21"
"NFKBIA","OTUB1"
"CSNK2A1","OTUB1"
"EWSR1","OTUB1"
"OTUB1","SHARPIN"
"GSK3B","OTUB1"
"FBXW7","OTUB1"
"NBR1","OTUB1"
"OTUB1","PSMD11"
"OTUB1","PSMD12"
"OTUB1","RNF40"
"CAPZB","OTUB1"
"OTUB1","RPS20"
"BAP1","OTUB1"
"ARHGEF2","PLCG1"
"ARHGEF2","KIF14"
"ARHGEF2","MARK3"
"ARHGEF2","USP21"
"ARHGEF2","COPS7A"
"ARHGEF2","RECQL4"
"ARHGEF2","BET1"
"ARHGEF2","PLK1"
"ARHGEF2","VPS33B"
"ARHGEF2","FTSJ3"
"ARHGEF2","FBXW7"
"ARHGEF2","YWHAE"
"ARHGEF2","PRMT1"
"ARHGEF2","CUL3"
"ARHGEF2","CAPZB"
"ARHGEF1","ARHGEF2"
"ARHGEF2","GNB2"
"ARHGEF2","TNIP1"
"HIST2H3A","SSRP1"
"HIST2H3A","NAT10"
"HIST2H3A","WBP11"
"HIST2H3A","REXO4"
"HIST2H3A","HNRNPA2B1"
"HIST2H3A","RPL19"
"HIST1H2BH","HIST2H3A"
"HIST2H3A","SUPT16H"
"HIST2H3A","MRPS18B"
"HIST1H2BL","HIST2H3A"
"CBX5","HIST2H3A"
"HIST2H3A","UHRF1"
"HIST2H3A","PRDM1"
"HIST2H3A","SUV39H1"
"HIST2H3A","MCM2"
"HIST2H3A","MCM5"
"HIST2H3A","POU5F1"
"CHD4","HIST2H3A"
"AURKB","HIST2H3A"
"HIST2H3A","KIF14"
"HIST2H3A","PRC1"
"HIST2H3A","TNIP1"
"GAPDH","HIST2H3A"
"HIST2H3A","HMGA1"
"BANF1","BANF1"
"BANF1","CHD4"
